Age,Attrition,BusinessTravel,Department,EmployeeNumber,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction
58,Yes,Non-Travel,Sales,8328,Male,104,3,5,Sales Executive,4
37,Yes,Non-Travel,Sales,8329,Male,64,4,3,Research Director,2
53,Yes,Travel_Frequently,Sales,8330,Male,188,4,3,Research Director,2
56,Yes,Non-Travel,Human Resources,8331,Female,121,1,1,Healthcare Representative,2
27,No,Travel_Rarely,Research & Development,8332,Male,87,4,5,Sales Executive,3
26,Yes,Non-Travel,Research & Development,8333,Male,100,4,3,Human Resources,4
47,No,Non-Travel,Software,8334,Female,179,1,3,Human Resources,3
48,No,Travel_Rarely,Software,8335,Male,90,1,3,Research Director,2
34,No,Travel_Rarely,Sales,8336,Male,161,3,3,Manufacturing Director,2
58,No,Travel_Rarely,Sales,8337,Male,71,1,3,Research Director,1
38,No,Non-Travel,Software,8338,Male,162,2,1,Developer,2
34,Yes,Travel_Frequently,Support,8339,Male,35,1,1,Research Scientist,1
39,Yes,Travel_Frequently,Sales,8340,Male,125,4,2,Healthcare Representative,1
58,No,Travel_Rarely,Sales,8341,Female,73,4,2,Sales Representative,4
46,Yes,Travel_Frequently,Support,8342,Male,76,2,5,Human Resources,1
24,Yes,Travel_Frequently,Support,8343,Female,156,2,4,Manager,3
34,Yes,Travel_Rarely,Research & Development,8344,Female,194,2,1,Laboratory Technician,4
27,No,Travel_Frequently,Human Resources,8345,Female,166,4,1,Research Director,1
45,Yes,Non-Travel,Support,8346,Female,123,4,3,Developer,3
42,Yes,Non-Travel,Sales,8347,Female,161,2,3,Research Director,3
26,Yes,Travel_Rarely,Sales,8348,Male,141,3,3,Research Scientist,4
29,No,Non-Travel,Hardware,8349,Male,155,1,3,Research Scientist,3
33,Yes,Travel_Rarely,Research & Development,8350,Female,98,1,3,Research Scientist,3
55,No,Travel_Rarely,Hardware,8351,Male,169,1,4,Manufacturing Director,3
29,Yes,Travel_Rarely,Support,8352,Male,195,4,4,Research Scientist,1
24,No,Travel_Frequently,Research & Development,8353,Male,84,2,4,Sales Executive,4
36,Yes,Travel_Frequently,Support,8354,Male,135,4,4,Laboratory Technician,4
53,No,Non-Travel,Sales,8355,Female,125,1,1,Research Director,1
31,Yes,Non-Travel,Human Resources,8356,Female,93,2,2,Manufacturing Director,4
50,No,Travel_Frequently,Software,8357,Male,94,1,5,Developer,2
29,Yes,Non-Travel,Human Resources,8358,Male,132,4,4,Developer,4
38,No,Travel_Rarely,Sales,8359,Male,101,3,3,Laboratory Technician,3
47,No,Travel_Frequently,Software,8360,Female,65,2,4,Manufacturing Director,3
36,No,Travel_Frequently,Support,8361,Male,160,2,4,Research Scientist,2
44,No,Travel_Rarely,Software,8362,Male,61,3,3,Human Resources,1
34,Yes,Non-Travel,Hardware,8363,Male,135,4,1,Research Scientist,2
19,No,Travel_Rarely,Hardware,8364,Female,143,3,2,Research Director,1
45,Yes,Travel_Rarely,Software,8365,Male,195,2,3,Research Scientist,3
31,No,Non-Travel,Research & Development,8366,Female,166,2,3,Human Resources,1
21,Yes,Travel_Rarely,Support,8367,Female,114,3,2,Developer,4
23,Yes,Non-Travel,Software,8368,Male,37,4,5,Sales Representative,1
25,No,Non-Travel,Hardware,8369,Male,49,1,1,Sales Executive,3
26,Yes,Non-Travel,Research & Development,8370,Female,162,3,1,Sales Executive,2
46,Yes,Travel_Rarely,Sales,8371,Male,34,1,1,Research Director,3
18,No,Travel_Rarely,Software,8372,Female,63,1,3,Manufacturing Director,2
30,No,Non-Travel,Hardware,8373,Female,40,2,2,Manufacturing Director,1
35,Yes,Travel_Frequently,Human Resources,8374,Female,200,1,2,Sales Executive,3
52,No,Travel_Frequently,Hardware,8375,Male,141,2,1,Sales Representative,4
34,No,Travel_Rarely,Human Resources,8376,Female,80,4,1,Research Scientist,4
33,No,Non-Travel,Research & Development,8377,Female,179,4,2,Sales Representative,3
54,No,Travel_Frequently,Sales,8378,Male,155,2,1,Human Resources,1
55,No,Travel_Frequently,Hardware,8379,Male,78,1,3,Research Scientist,2
21,No,Travel_Frequently,Research & Development,8380,Female,168,3,3,Manufacturing Director,4
47,No,Travel_Rarely,Sales,8381,Male,110,1,3,Sales Executive,1
56,Yes,Travel_Rarely,Research & Development,8382,Female,162,3,5,Sales Representative,2
31,Yes,Non-Travel,Sales,8383,Female,138,3,4,Sales Representative,2
21,No,Non-Travel,Research & Development,8384,Female,156,2,4,Research Director,3
36,Yes,Non-Travel,Hardware,8385,Male,124,2,5,Research Director,4
37,No,Non-Travel,Human Resources,8386,Female,160,2,1,Laboratory Technician,3
38,No,Travel_Rarely,Software,8387,Female,159,3,5,Healthcare Representative,2
42,Yes,Travel_Rarely,Software,8388,Male,44,4,3,Sales Executive,4
18,Yes,Non-Travel,Research & Development,8389,Female,163,4,3,Developer,1
22,Yes,Non-Travel,Research & Development,8390,Male,167,4,4,Sales Executive,1
30,No,Non-Travel,Human Resources,8391,Female,171,2,4,Research Scientist,4
27,Yes,Travel_Frequently,Research & Development,8392,Male,132,1,4,Sales Representative,4
45,Yes,Non-Travel,Human Resources,8393,Male,61,2,2,Developer,4
44,Yes,Travel_Rarely,Sales,8394,Male,90,3,2,Sales Executive,3
48,No,Travel_Rarely,Hardware,8395,Male,66,2,1,Manager,2
57,Yes,Non-Travel,Support,8396,Female,162,2,1,Manufacturing Director,1
20,Yes,Travel_Frequently,Sales,8397,Female,174,1,5,Sales Representative,4
50,No,Travel_Rarely,Sales,8398,Male,82,1,3,Healthcare Representative,3
57,No,Travel_Frequently,Software,8399,Female,159,3,4,Manager,2
42,No,Travel_Frequently,Software,8400,Male,39,2,3,Sales Representative,4
45,Yes,Travel_Rarely,Software,8401,Male,168,4,4,Research Director,1
23,No,Travel_Frequently,Software,8402,Male,91,1,4,Developer,4
22,No,Travel_Rarely,Research & Development,8403,Female,84,3,1,Laboratory Technician,4
25,No,Travel_Rarely,Research & Development,8404,Female,89,4,5,Sales Executive,3
49,Yes,Travel_Rarely,Sales,8405,Male,76,3,2,Sales Executive,4
42,No,Travel_Frequently,Research & Development,8406,Male,134,2,2,Human Resources,4
34,Yes,Travel_Rarely,Research & Development,8407,Male,130,3,2,Research Director,1
28,No,Travel_Frequently,Human Resources,8408,Male,156,2,4,Sales Executive,3
19,No,Travel_Frequently,Software,8409,Female,198,1,2,Manufacturing Director,4
39,Yes,Travel_Frequently,Software,8410,Male,105,2,5,Healthcare Representative,2
57,Yes,Travel_Frequently,Software,8411,Female,49,4,1,Sales Representative,4
35,Yes,Travel_Rarely,Hardware,8412,Male,112,1,4,Manager,1
44,No,Travel_Rarely,Hardware,8413,Male,191,2,3,Human Resources,2
49,No,Travel_Frequently,Software,8414,Male,133,1,1,Sales Representative,4
35,Yes,Non-Travel,Support,8415,Female,136,3,5,Sales Executive,4
27,No,Non-Travel,Research & Development,8416,Male,70,4,5,Manager,1
50,Yes,Travel_Rarely,Support,8417,Female,79,2,1,Sales Representative,1
35,Yes,Non-Travel,Research & Development,8418,Male,132,4,2,Laboratory Technician,1
47,Yes,Travel_Rarely,Human Resources,8419,Male,122,3,4,Developer,1
30,Yes,Non-Travel,Hardware,8420,Male,123,2,5,Laboratory Technician,3
36,No,Travel_Rarely,Human Resources,8421,Male,116,3,3,Sales Executive,1
31,No,Non-Travel,Research & Development,8422,Female,75,1,3,Developer,4
49,No,Travel_Frequently,Sales,8423,Male,168,3,3,Healthcare Representative,2
49,No,Travel_Rarely,Human Resources,8424,Female,129,3,2,Research Director,4
46,No,Non-Travel,Software,8425,Female,170,1,2,Developer,4
30,No,Travel_Frequently,Support,8426,Male,141,3,5,Manager,2
48,Yes,Non-Travel,Support,8427,Female,188,3,5,Research Director,3
44,Yes,Non-Travel,Human Resources,8428,Male,50,3,4,Sales Executive,4
39,No,Non-Travel,Support,8429,Male,179,3,2,Sales Representative,4
58,No,Travel_Rarely,Software,8430,Female,53,1,4,Healthcare Representative,2
43,Yes,Travel_Rarely,Software,8431,Female,71,3,4,Developer,3
57,No,Non-Travel,Hardware,8432,Female,162,4,5,Laboratory Technician,4
60,Yes,Travel_Frequently,Human Resources,8433,Male,145,3,2,Manager,1
49,Yes,Travel_Frequently,Sales,8434,Female,159,3,1,Research Director,4
42,No,Travel_Frequently,Support,8435,Female,115,3,3,Manager,1
47,No,Non-Travel,Software,8436,Female,113,1,4,Human Resources,3
33,Yes,Non-Travel,Sales,8437,Male,153,2,1,Human Resources,1
22,No,Travel_Frequently,Software,8438,Male,174,4,2,Research Director,4
28,No,Non-Travel,Human Resources,8439,Female,139,4,5,Healthcare Representative,4
27,No,Travel_Frequently,Support,8440,Male,73,3,3,Manager,3
53,No,Non-Travel,Sales,8441,Male,111,2,1,Healthcare Representative,1
20,Yes,Travel_Frequently,Support,8442,Male,181,3,5,Developer,3
43,No,Travel_Rarely,Software,8443,Male,176,1,2,Manufacturing Director,4
56,Yes,Travel_Frequently,Sales,8444,Male,51,1,1,Sales Executive,2
23,No,Travel_Frequently,Support,8445,Male,200,4,2,Sales Representative,3
51,No,Travel_Frequently,Research & Development,8446,Male,133,2,1,Research Director,2
38,Yes,Travel_Rarely,Support,8447,Female,179,2,1,Sales Executive,1
55,Yes,Non-Travel,Human Resources,8448,Female,102,3,5,Healthcare Representative,2
49,No,Travel_Frequently,Hardware,8449,Female,178,4,3,Sales Representative,3
50,Yes,Non-Travel,Human Resources,8450,Female,90,4,1,Laboratory Technician,4
33,No,Travel_Frequently,Support,8451,Female,117,2,3,Laboratory Technician,4
29,No,Non-Travel,Sales,8452,Male,69,3,5,Laboratory Technician,1
21,Yes,Travel_Rarely,Software,8453,Male,98,2,2,Healthcare Representative,3
57,No,Non-Travel,Hardware,8454,Male,149,4,4,Laboratory Technician,4
22,No,Travel_Rarely,Software,8455,Female,108,1,4,Healthcare Representative,3
38,No,Travel_Rarely,Support,8456,Male,51,3,4,Healthcare Representative,2
22,No,Travel_Frequently,Support,8457,Male,31,2,4,Sales Representative,4
22,Yes,Non-Travel,Sales,8458,Male,80,4,5,Healthcare Representative,2
28,No,Non-Travel,Software,8459,Male,89,1,2,Healthcare Representative,1
53,No,Travel_Frequently,Research & Development,8460,Male,61,4,2,Laboratory Technician,2
23,Yes,Non-Travel,Hardware,8461,Female,185,2,1,Manufacturing Director,1
55,No,Non-Travel,Software,8462,Female,199,2,4,Healthcare Representative,2
35,Yes,Travel_Frequently,Support,8463,Male,36,3,5,Sales Representative,2
36,Yes,Non-Travel,Research & Development,8464,Male,59,3,5,Manufacturing Director,3
50,Yes,Travel_Frequently,Support,8465,Female,38,4,1,Manufacturing Director,1
37,No,Travel_Rarely,Sales,8466,Female,60,2,2,Sales Representative,1
56,Yes,Travel_Rarely,Human Resources,8467,Female,56,2,5,Manager,1
29,No,Travel_Frequently,Hardware,8468,Female,43,1,1,Sales Executive,3
31,Yes,Travel_Frequently,Sales,8469,Female,75,2,1,Sales Executive,4
60,Yes,Travel_Rarely,Hardware,8470,Male,101,4,5,Manufacturing Director,1
49,Yes,Non-Travel,Sales,8471,Female,184,3,5,Laboratory Technician,3
40,No,Non-Travel,Hardware,8472,Male,169,2,2,Sales Representative,4
32,Yes,Travel_Rarely,Human Resources,8473,Male,148,3,1,Research Director,1
60,Yes,Travel_Rarely,Hardware,8474,Male,79,1,1,Manufacturing Director,2
48,No,Non-Travel,Sales,8475,Male,47,2,3,Laboratory Technician,4
29,No,Non-Travel,Support,8476,Male,67,4,1,Manufacturing Director,4
33,Yes,Travel_Frequently,Hardware,8477,Male,110,3,2,Research Director,2
20,Yes,Non-Travel,Human Resources,8478,Female,115,1,4,Sales Representative,4
56,No,Travel_Rarely,Sales,8479,Male,113,1,5,Research Scientist,2
30,Yes,Travel_Frequently,Software,8480,Female,76,3,2,Laboratory Technician,2
59,Yes,Non-Travel,Hardware,8481,Male,138,1,5,Manufacturing Director,1
60,No,Travel_Rarely,Sales,8482,Male,72,4,5,Laboratory Technician,3
31,No,Travel_Rarely,Research & Development,8483,Female,74,1,5,Laboratory Technician,3
24,Yes,Travel_Frequently,Research & Development,8484,Male,132,4,3,Manufacturing Director,2
21,Yes,Travel_Frequently,Sales,8485,Female,81,2,5,Laboratory Technician,1
53,No,Non-Travel,Sales,8486,Female,172,3,3,Manager,1
51,No,Travel_Rarely,Human Resources,8487,Male,177,3,2,Human Resources,2
45,Yes,Travel_Frequently,Human Resources,8488,Female,64,1,1,Sales Representative,3
42,No,Travel_Frequently,Sales,8489,Female,45,2,3,Developer,3
40,No,Travel_Rarely,Support,8490,Male,116,3,3,Human Resources,1
24,Yes,Travel_Frequently,Human Resources,8491,Female,42,4,1,Human Resources,1
30,No,Travel_Frequently,Hardware,8492,Female,102,4,5,Manufacturing Director,2
59,No,Non-Travel,Sales,8493,Female,165,4,1,Sales Executive,4
39,No,Non-Travel,Research & Development,8494,Male,131,3,1,Human Resources,2
49,No,Non-Travel,Research & Development,8495,Male,71,3,2,Research Scientist,4
31,Yes,Non-Travel,Sales,8496,Female,67,3,2,Research Director,4
42,Yes,Travel_Rarely,Human Resources,8497,Male,79,4,1,Sales Representative,2
52,No,Non-Travel,Sales,8498,Male,174,3,2,Sales Representative,1
58,No,Non-Travel,Sales,8499,Female,182,1,2,Manufacturing Director,1
45,No,Travel_Rarely,Support,8500,Female,132,3,2,Laboratory Technician,1
45,No,Travel_Frequently,Software,8501,Male,156,3,5,Human Resources,4
26,No,Travel_Frequently,Research & Development,8502,Female,36,4,3,Laboratory Technician,3
25,Yes,Travel_Rarely,Sales,8503,Male,111,3,2,Manager,1
33,No,Travel_Frequently,Research & Development,8504,Male,97,1,3,Research Scientist,2
24,No,Travel_Frequently,Hardware,8505,Female,197,1,1,Human Resources,3
50,Yes,Non-Travel,Software,8506,Male,177,2,2,Research Director,1
22,No,Travel_Rarely,Support,8507,Female,107,2,1,Research Scientist,3
28,No,Non-Travel,Human Resources,8508,Male,68,2,5,Manager,3
33,No,Non-Travel,Research & Development,8509,Male,67,3,2,Healthcare Representative,3
40,No,Travel_Rarely,Human Resources,8510,Male,200,1,2,Human Resources,3
60,Yes,Non-Travel,Sales,8511,Male,125,4,2,Sales Representative,2
46,Yes,Travel_Rarely,Software,8512,Male,158,1,5,Research Director,2
18,Yes,Non-Travel,Support,8513,Male,189,1,4,Manager,3
41,No,Travel_Rarely,Support,8514,Male,114,4,1,Healthcare Representative,1
34,Yes,Travel_Frequently,Support,8515,Female,94,4,1,Developer,2
48,No,Non-Travel,Software,8516,Female,52,1,1,Sales Executive,3
40,Yes,Non-Travel,Software,8517,Male,39,4,3,Human Resources,2
20,No,Travel_Frequently,Support,8518,Female,94,2,4,Healthcare Representative,4
21,Yes,Travel_Rarely,Software,8519,Female,51,3,1,Developer,4
37,No,Travel_Rarely,Software,8520,Male,161,3,4,Research Scientist,1
45,No,Travel_Frequently,Human Resources,8521,Female,100,3,2,Healthcare Representative,4
18,Yes,Non-Travel,Sales,8522,Female,116,1,4,Human Resources,2
29,Yes,Travel_Frequently,Hardware,8523,Male,147,2,2,Human Resources,2
48,No,Non-Travel,Hardware,8524,Male,83,1,4,Sales Representative,1
25,No,Travel_Rarely,Software,8525,Female,91,3,4,Research Director,3
52,Yes,Travel_Rarely,Sales,8526,Male,144,3,1,Healthcare Representative,1
57,Yes,Travel_Frequently,Research & Development,8527,Female,191,3,4,Human Resources,4
50,No,Travel_Rarely,Sales,8528,Male,179,1,4,Manufacturing Director,4
60,No,Travel_Rarely,Software,8529,Female,154,2,2,Manufacturing Director,4
26,No,Non-Travel,Support,8530,Male,196,3,4,Human Resources,3
40,Yes,Non-Travel,Sales,8531,Female,80,2,2,Research Director,2
41,No,Non-Travel,Sales,8532,Male,116,1,3,Healthcare Representative,3
38,No,Travel_Rarely,Software,8533,Female,198,4,2,Healthcare Representative,4
47,No,Travel_Frequently,Support,8534,Female,104,3,3,Sales Executive,4
58,Yes,Travel_Frequently,Research & Development,8535,Female,105,4,4,Human Resources,4
59,Yes,Travel_Frequently,Human Resources,8536,Male,192,1,1,Human Resources,2
55,Yes,Travel_Frequently,Sales,8537,Female,146,2,2,Research Director,3
54,Yes,Non-Travel,Research & Development,8538,Male,172,4,3,Laboratory Technician,4
45,No,Travel_Frequently,Software,8539,Female,113,3,2,Research Scientist,3
41,No,Travel_Rarely,Support,8540,Male,135,4,4,Laboratory Technician,2
29,No,Non-Travel,Human Resources,8541,Male,42,3,4,Human Resources,4
24,No,Non-Travel,Support,8542,Female,170,3,2,Developer,4
21,Yes,Non-Travel,Software,8543,Female,59,1,1,Laboratory Technician,3
28,No,Travel_Rarely,Sales,8544,Female,171,4,2,Human Resources,4
38,No,Travel_Frequently,Software,8545,Female,46,3,4,Human Resources,4
57,Yes,Non-Travel,Sales,8546,Male,83,3,2,Developer,4
36,Yes,Non-Travel,Sales,8547,Female,108,1,3,Healthcare Representative,2
45,No,Non-Travel,Human Resources,8548,Female,78,3,4,Manager,2
39,Yes,Non-Travel,Hardware,8549,Female,117,3,1,Laboratory Technician,2
41,Yes,Non-Travel,Software,8550,Male,39,1,3,Manager,2
34,Yes,Non-Travel,Hardware,8551,Female,85,2,5,Laboratory Technician,1
24,No,Travel_Rarely,Hardware,8552,Female,167,4,5,Human Resources,3
57,No,Non-Travel,Software,8553,Female,85,3,3,Developer,1
20,Yes,Non-Travel,Hardware,8554,Male,115,1,3,Healthcare Representative,1
36,No,Non-Travel,Sales,8555,Female,165,2,3,Healthcare Representative,2
52,Yes,Travel_Frequently,Software,8556,Female,85,2,2,Healthcare Representative,2
51,No,Non-Travel,Research & Development,8557,Female,109,1,4,Human Resources,2
49,No,Travel_Frequently,Hardware,8558,Female,188,2,1,Research Director,4
30,No,Travel_Rarely,Support,8559,Male,71,4,5,Manufacturing Director,1
18,No,Travel_Frequently,Support,8560,Male,49,4,5,Human Resources,4
46,Yes,Travel_Frequently,Research & Development,8561,Male,151,3,1,Developer,3
24,Yes,Non-Travel,Human Resources,8562,Female,165,4,5,Manufacturing Director,3
38,No,Non-Travel,Support,8563,Male,193,4,1,Developer,4
46,No,Non-Travel,Support,8564,Male,76,3,5,Laboratory Technician,3
55,No,Travel_Frequently,Hardware,8565,Male,176,2,5,Sales Executive,4
36,Yes,Travel_Frequently,Human Resources,8566,Male,85,2,3,Manufacturing Director,4
32,Yes,Travel_Rarely,Human Resources,8567,Female,184,3,5,Manager,2
41,Yes,Travel_Rarely,Sales,8568,Female,108,3,4,Research Director,2
21,No,Travel_Frequently,Software,8569,Male,52,4,5,Human Resources,4
48,No,Travel_Frequently,Sales,8570,Female,100,3,4,Sales Executive,1
24,Yes,Travel_Rarely,Software,8571,Male,168,1,4,Laboratory Technician,3
55,Yes,Travel_Rarely,Hardware,8572,Male,177,4,3,Sales Representative,2
23,Yes,Travel_Rarely,Software,8573,Male,181,4,2,Research Scientist,3
56,Yes,Non-Travel,Human Resources,8574,Male,149,1,2,Manager,4
42,Yes,Non-Travel,Research & Development,8575,Female,102,3,2,Research Scientist,4
28,Yes,Travel_Rarely,Software,8576,Male,111,1,2,Manufacturing Director,2
59,Yes,Non-Travel,Research & Development,8577,Female,112,4,2,Sales Executive,3
41,No,Non-Travel,Human Resources,8578,Female,188,4,5,Human Resources,1
30,Yes,Travel_Rarely,Human Resources,8579,Male,47,3,2,Manager,3
45,Yes,Travel_Frequently,Software,8580,Male,121,4,4,Research Scientist,4
22,Yes,Travel_Frequently,Sales,8581,Female,116,1,5,Human Resources,1
30,No,Travel_Rarely,Support,8582,Male,129,3,2,Manufacturing Director,3
18,Yes,Travel_Frequently,Sales,8583,Female,127,4,3,Laboratory Technician,3
57,No,Non-Travel,Software,8584,Male,77,1,2,Manager,1
59,No,Travel_Frequently,Human Resources,8585,Male,57,4,5,Research Scientist,4
23,Yes,Travel_Frequently,Hardware,8586,Male,153,3,4,Human Resources,3
40,Yes,Travel_Frequently,Software,8587,Female,197,3,1,Manager,4
31,Yes,Travel_Frequently,Sales,8588,Male,187,1,3,Laboratory Technician,2
57,Yes,Non-Travel,Research & Development,8589,Male,191,3,3,Healthcare Representative,4
29,No,Non-Travel,Research & Development,8590,Female,46,3,1,Laboratory Technician,1
26,Yes,Travel_Frequently,Research & Development,8591,Female,69,2,5,Developer,4
30,Yes,Travel_Frequently,Research & Development,8592,Male,185,2,3,Manufacturing Director,4
23,No,Non-Travel,Software,8593,Female,129,3,2,Healthcare Representative,2
22,No,Non-Travel,Software,8594,Female,116,3,5,Manufacturing Director,2
48,No,Travel_Frequently,Support,8595,Male,111,1,1,Research Director,3
50,No,Travel_Rarely,Sales,8596,Male,93,1,5,Developer,2
58,Yes,Travel_Frequently,Software,8597,Female,62,4,5,Developer,3
35,No,Non-Travel,Sales,8598,Male,102,3,4,Sales Representative,4
50,No,Travel_Frequently,Human Resources,8599,Male,192,1,1,Research Scientist,3
31,Yes,Non-Travel,Software,8600,Female,181,3,2,Healthcare Representative,4
34,Yes,Travel_Rarely,Hardware,8601,Male,147,1,5,Sales Executive,1
54,Yes,Travel_Rarely,Research & Development,8602,Male,171,1,5,Sales Executive,4
