Employee ID,MonthlyIncome,OverTime,PercentSalaryHike,TotalWorkingYears,WorkLifeBalance,YearsInCurrentRole,YearsSinceLastPromotion
10807,38810,Yes,18,12,1,2,2
10812,45147,No,4,18,3,6,4
10815,50243,No,34,36,2,5,9
10816,23641,No,16,18,1,14,1
10821,1697,Yes,16,16,2,6,3
10829,45891,Yes,17,18,2,6,3
10831,19432,Yes,41,14,4,4,8
10834,2103,Yes,22,2,2,1,1
10836,49677,Yes,20,40,4,10,11
10847,13892,Yes,8,18,3,1,3
10848,48978,Yes,29,14,4,1,1
10853,24617,Yes,0,31,2,2,3
10855,3595,No,18,27,2,2,3
10856,17678,No,17,23,1,1,3
10859,1266,Yes,47,14,2,2,9
10866,1940,No,35,20,4,15,10
10873,48514,Yes,37,10,1,1,1
10881,3848,Yes,29,31,1,11,13
10882,21169,Yes,0,34,4,11,26
10885,38955,No,40,4,2,4,2
10897,42753,No,47,38,1,2,6
10899,34979,No,20,13,4,1,4
10901,45934,Yes,12,19,4,8,10
10903,29516,No,32,32,1,8,19
10905,47564,Yes,44,30,2,11,7
10909,35081,Yes,11,25,4,10,4
10915,19309,Yes,32,26,1,7,15
10921,39990,No,41,24,4,1,2
10943,6671,Yes,28,14,4,1,1
10947,33753,No,1,30,3,13,9
10953,29195,Yes,25,10,2,5,6
10954,7154,Yes,37,9,2,1,1
10959,38189,No,34,25,3,1,1
10963,11915,No,1,11,3,1,3
10964,23028,Yes,28,36,4,3,7
10965,7081,Yes,21,37,2,15,3
10971,46331,Yes,34,33,3,10,12
10974,46790,No,4,40,4,12,2
10976,34726,Yes,17,35,1,20,12
10980,49050,Yes,1,40,3,14,10
10982,37206,Yes,9,27,1,8,4
10989,17219,No,46,35,4,2,3
10993,35867,No,4,7,2,5,2
10998,4977,No,46,12,3,2,1
11001,4555,No,12,13,4,7,7
11005,9495,No,34,13,2,6,8
11006,16657,Yes,8,23,1,3,15
11012,40911,Yes,8,16,1,1,2
11013,4243,No,39,22,2,5,17
11019,16154,Yes,14,4,3,2,2
11023,22836,No,27,40,3,3,2
11025,41799,Yes,6,8,4,3,4
11029,49527,No,14,16,4,13,9
11036,20440,No,33,30,1,2,4
11049,23838,No,18,24,4,7,1
11051,47508,Yes,16,25,1,8,3
11055,6633,No,8,13,1,3,1
11056,5623,No,30,9,4,1,1
11057,9657,Yes,24,7,2,1,4
11059,6267,Yes,17,14,4,10,9
11060,1876,Yes,40,24,3,12,10
11062,50919,No,32,39,4,4,3
11064,27438,Yes,1,14,3,2,1
11066,32238,Yes,11,21,3,7,3
11067,45697,Yes,44,13,4,3,3
11069,21796,No,11,6,2,2,1
11073,5774,Yes,14,5,1,2,1
11075,50441,Yes,1,21,1,3,1
11078,23893,Yes,3,36,1,20,19
11082,43137,Yes,7,4,4,2,2
11084,15616,No,43,18,2,1,2
11087,24329,No,35,34,1,17,12
11091,10854,Yes,13,40,3,2,13
11100,47258,No,14,29,1,12,12
11102,39517,Yes,44,35,3,1,4
11108,33462,No,5,5,3,3,4
11110,33510,No,39,34,2,3,4
11113,14663,No,43,38,2,6,5
11123,13988,Yes,42,1,2,1,1
11125,3912,Yes,28,17,3,2,3
11126,7262,No,11,16,3,6,13
11127,20206,No,19,39,3,2,12
11131,11579,Yes,4,33,4,15,15
11132,43621,Yes,24,12,1,2,2
11133,1333,No,34,29,1,11,4
11134,46347,No,42,29,1,11,2
11142,5883,Yes,9,28,1,1,15
11143,50184,Yes,19,38,1,15,28
11146,36495,No,46,3,3,1,1
11147,47698,No,17,10,1,6,5
11148,29825,No,2,31,4,4,7
11149,40805,No,7,26,4,7,11
11154,43458,No,34,25,4,8,1
11160,3562,Yes,11,16,2,2,2
11166,33512,No,48,2,3,1,1
11173,5267,Yes,10,11,2,1,1
11174,39450,Yes,35,16,1,1,2
11175,9100,Yes,22,36,3,19,17
11177,4756,No,9,7,4,1,1
11178,15296,No,43,29,3,1,14
11181,7355,Yes,38,32,2,1,9
11187,34649,No,15,25,1,5,6
11188,33577,No,25,5,2,4,4
11189,38668,No,48,31,1,5,15
11190,11506,No,19,11,4,1,3
11198,49449,Yes,34,34,4,4,12
11202,50939,Yes,23,12,4,1,1
11208,26681,No,0,15,4,1,5
11212,45450,No,26,36,3,2,8
11216,1370,Yes,13,40,2,11,8
11226,28633,No,12,37,3,5,9
11227,3608,No,20,27,2,8,7
11230,42596,Yes,23,3,1,2,2
11231,23362,No,46,37,4,5,2
11235,17914,Yes,15,39,4,18,23
11239,45426,No,26,21,3,15,16
11241,31617,No,2,2,1,1,1
11246,9822,Yes,10,39,4,23,22
11248,6620,Yes,24,5,2,2,4
11250,49281,Yes,34,5,4,2,4
11251,5750,No,23,36,4,17,10
11252,14833,No,41,15,2,6,6
11253,35972,Yes,36,31,2,2,16
11256,18224,Yes,43,14,3,10,8
11258,47626,No,39,21,2,11,5
11272,10601,No,43,28,2,5,13
11286,5340,No,17,15,2,4,6
11293,40428,Yes,26,23,2,18,1
11298,36334,No,43,8,2,6,1
11307,16358,No,39,39,3,3,5
11308,6698,Yes,25,28,1,18,11
11309,2587,No,13,19,4,10,4
11316,39693,Yes,38,11,2,7,6
11320,17464,No,27,38,1,11,5
11325,18362,Yes,4,17,2,7,11
11334,20505,No,38,27,4,1,7
11335,3961,No,10,18,4,9,17
11340,30948,Yes,19,24,1,15,7
11341,7089,No,18,26,1,8,9
11349,43739,No,23,20,4,3,3
11351,10615,Yes,33,12,1,9,7
11352,16736,Yes,16,4,3,1,1
11353,36138,No,44,37,4,2,4
11354,15910,No,36,23,1,8,7
11356,37443,No,3,6,3,4,3
11361,10951,Yes,1,1,2,1,1
11366,38423,No,47,34,1,1,2
11369,45641,Yes,24,28,1,10,17
11373,43244,No,36,12,1,3,1
11382,36638,Yes,49,16,3,2,2
11384,47026,Yes,18,18,3,12,4
11386,3897,Yes,2,23,3,4,7
11388,49137,Yes,5,24,2,7,11
11392,37582,Yes,35,39,2,16,32
11394,30481,No,23,23,1,1,5
11399,12870,Yes,44,17,1,12,12
11406,7384,No,12,32,2,11,17
11411,37767,Yes,39,36,2,11,17
11420,18217,Yes,5,5,2,2,1
11422,35373,No,8,24,2,3,4
11430,23464,No,0,4,1,1,1
11432,26108,No,15,36,3,22,15
11441,10457,No,46,19,2,1,3
11444,20222,Yes,28,1,4,1,1
11445,28178,Yes,21,8,2,4,4
11447,33682,Yes,20,7,2,1,4
11449,29188,Yes,33,9,4,5,2
11455,31212,No,10,13,1,1,1
11464,50545,Yes,17,7,1,1,6
11465,31580,Yes,12,39,3,17,4
11470,11719,Yes,3,28,3,2,2
11473,34920,No,49,1,3,1,1
11479,11513,Yes,30,5,2,1,2
11480,33380,No,7,32,1,15,13
11488,28108,No,0,10,3,2,1
11494,47031,No,24,27,4,8,1
11500,23128,Yes,32,7,2,2,3
11501,48144,No,44,24,2,6,17
11507,44546,No,12,25,3,10,13
11509,50678,Yes,49,13,4,2,2
11510,13728,No,23,14,3,2,9
11512,47117,No,18,4,2,1,2
11515,2036,No,27,19,1,1,1
11516,29142,Yes,2,19,3,13,2
11520,2871,No,16,35,1,15,14
11521,30987,Yes,7,5,3,1,1
11525,42346,No,19,5,3,4,2
11527,17162,No,15,21,4,10,14
11528,18254,No,47,12,4,3,5
11533,12875,No,28,3,2,1,1
11549,47053,No,35,30,1,7,4
11554,42260,Yes,33,6,2,1,2
11567,45139,Yes,21,31,3,1,1
11575,46055,No,45,28,4,1,1
11585,30766,Yes,32,15,2,9,5
11593,37352,Yes,16,32,1,20,4
11596,18935,No,30,28,3,1,1
11598,25027,Yes,11,8,1,4,2
11599,42718,Yes,18,21,3,3,4
11600,9224,Yes,26,27,1,7,11
11601,5157,No,24,1,4,1,1
11604,30997,Yes,10,3,2,2,1
11608,46313,Yes,47,22,4,1,2
11615,26778,Yes,43,35,4,9,2
11624,30969,No,47,31,1,9,5
11627,31839,Yes,14,32,1,21,14
11630,26456,No,46,10,1,1,1
11633,14251,No,32,36,3,2,3
11635,41581,Yes,21,19,4,6,1
11645,8137,No,28,11,1,6,9
11648,33199,Yes,15,8,3,4,6
11655,20086,Yes,25,10,2,3,3
11658,42145,No,22,11,4,1,1
11665,49333,No,46,2,4,2,1
11666,11071,Yes,29,23,2,1,6
11667,24708,Yes,29,6,4,4,1
11681,28085,Yes,4,17,2,1,1
11682,43562,Yes,43,11,3,1,1
11688,24484,No,17,5,4,4,3
11695,10722,No,7,22,1,5,14
11701,18470,Yes,6,5,1,1,3
11702,19866,No,15,3,3,1,1
11708,1956,Yes,26,28,1,2,3
11710,42429,No,34,14,1,6,11
11711,22779,Yes,24,26,3,1,2
11712,10253,No,27,21,4,3,1
11715,22749,No,1,18,3,8,8
11716,36179,Yes,45,29,2,14,7
11719,2286,Yes,45,19,3,16,10
11722,37700,Yes,40,23,3,11,13
11723,38743,No,10,17,1,3,7
11732,50834,Yes,34,26,2,3,26
11737,37512,Yes,13,20,4,2,5
11743,4348,Yes,49,26,1,18,24
11745,37752,No,30,6,1,1,3
11748,9229,No,28,29,4,1,4
11749,10389,No,24,31,3,22,5
11751,48726,No,37,14,3,1,9
11757,2278,No,1,40,1,6,8
11759,15658,Yes,43,5,4,2,1
11760,12210,No,45,12,1,4,3
11765,16165,No,25,16,4,1,4
11768,11167,Yes,40,2,1,1,2
11774,25072,Yes,18,34,1,22,29
11787,25536,No,14,33,4,6,1
11788,37294,Yes,43,11,4,8,2
11792,46720,No,26,39,1,1,6
11793,43301,No,43,38,2,19,22
11797,50187,Yes,33,25,2,10,2
11804,4471,Yes,43,16,4,1,1
11813,42105,No,49,11,4,8,3
11817,15404,Yes,1,19,3,4,11
11821,47965,No,32,30,1,2,1
11825,3640,No,2,9,3,1,3
11827,2929,Yes,38,39,2,1,7
11832,2985,No,23,31,3,7,10
11834,25723,No,11,32,4,21,19
11837,38838,No,7,40,2,17,31
11844,4721,Yes,14,20,1,1,1
11849,15107,Yes,36,28,4,12,8
11852,29579,No,27,30,4,2,1
11853,21412,No,22,37,2,5,26
11858,8423,No,22,35,2,14,3
11859,16403,Yes,3,30,1,11,7
11862,28515,No,28,9,4,5,2
11876,15124,No,23,2,3,1,1
11881,22440,Yes,39,1,4,1,1
11885,1513,No,0,3,1,1,1
11888,44955,No,40,32,4,9,7
11890,22713,No,5,35,3,5,3
11892,13086,Yes,35,20,3,5,5
11899,27064,Yes,49,18,1,1,1
11905,17114,Yes,41,1,2,1,1
11914,50830,Yes,35,9,4,1,1
11916,35780,No,38,11,1,4,11
11929,7998,Yes,26,16,1,5,4
11935,17360,Yes,13,36,4,3,9
11941,27558,No,32,36,2,7,15
11944,8016,No,18,23,4,17,10
11945,28744,No,17,18,2,2,3
11946,12346,No,32,28,3,5,2
11948,21443,No,5,35,1,7,8
11956,36480,Yes,14,7,3,2,5
11959,49971,No,33,14,1,2,6
11965,16320,Yes,44,26,3,1,1
11973,39186,Yes,1,25,4,20,9
11977,37090,Yes,2,29,2,1,1
11993,19612,No,35,25,1,9,3
11996,43276,No,12,40,3,3,4
11997,19119,No,36,15,1,9,11
12000,12115,No,23,18,2,1,2
12009,21816,No,24,21,2,3,4
12012,37580,Yes,21,11,2,4,1
12020,15979,Yes,37,31,3,14,8
12031,5329,Yes,44,28,4,5,15
12038,17657,Yes,20,40,4,1,1
12040,39029,Yes,49,5,3,1,3
12063,44638,No,46,9,1,4,7
12064,23910,Yes,49,20,2,9,4
12074,27772,No,36,5,1,1,1
12078,2674,Yes,49,9,3,3,2
12079,11770,No,12,31,1,7,28
12082,29660,Yes,25,9,4,4,4
12086,50452,No,32,8,1,5,1
12089,45426,No,28,7,2,6,4
12090,48031,Yes,28,15,2,7,4
12092,20192,No,5,29,1,3,3
12093,12747,Yes,15,12,4,4,5
12094,33355,Yes,38,9,3,2,6
12095,9251,Yes,48,13,4,5,2
12103,38306,Yes,33,34,4,4,1
12111,39231,No,30,31,1,23,20
12114,19768,Yes,0,2,1,1,1
12115,15648,No,39,24,1,6,4
12117,47329,Yes,29,7,1,2,4
12118,5058,No,37,25,2,11,3
12120,10935,No,0,3,3,1,1
12127,16357,Yes,42,12,4,1,1
12130,1906,No,35,12,4,4,5
12137,18261,Yes,22,23,4,10,12
12138,20227,Yes,2,23,4,10,16
12143,17779,No,35,12,3,5,2
12144,43062,Yes,21,31,4,3,11
12146,50172,No,39,17,4,5,3
12147,47298,Yes,28,18,1,1,3
12161,41134,No,8,30,4,6,1
12163,33575,Yes,22,11,3,8,3
12164,9450,No,15,12,2,1,2
12166,7174,Yes,1,24,2,1,6
12181,15654,Yes,19,19,1,11,9
12182,3320,No,11,26,3,22,5
12184,27338,No,24,33,2,1,3
12188,29201,No,47,23,2,14,14
12197,36551,No,32,32,4,12,22
12202,19175,No,44,8,2,4,4
12216,3161,Yes,14,36,4,22,3
12217,42384,Yes,17,21,2,15,9
12227,17236,No,48,32,1,15,7
12230,50346,Yes,13,26,3,9,7
12233,47267,No,49,40,4,12,3
12247,25692,No,19,14,3,1,8
12252,37758,No,49,11,3,7,4
12255,13459,Yes,31,38,1,12,9
12262,34816,Yes,12,35,2,13,15
12265,11778,Yes,33,8,3,2,2
12267,31698,No,45,40,3,1,1
12269,37890,Yes,29,33,3,4,8
12271,36585,Yes,32,39,1,1,4
12274,43492,Yes,3,39,4,12,16
12279,44356,Yes,36,13,3,5,1
12287,40842,Yes,17,21,1,1,2
12290,12501,No,49,19,2,6,1
12301,31040,Yes,15,12,3,2,2
12313,1071,Yes,23,30,1,2,3
12314,40676,Yes,3,15,2,1,6
12318,42960,No,30,20,4,2,2
12321,5859,Yes,33,3,3,1,2
12325,10090,Yes,49,3,1,1,3
12328,36732,Yes,20,29,2,2,13
12329,1187,Yes,43,29,4,2,2
12332,8258,No,39,33,3,16,20
12333,46468,No,5,3,1,1,1
12337,16035,Yes,0,16,1,1,1
12338,41299,No,27,33,3,1,1
12341,47617,No,22,39,3,1,1
12343,4082,No,36,24,1,19,4
12345,23913,No,7,7,1,1,1
12346,24245,No,10,21,1,3,11
12352,37576,No,1,14,4,1,1
12353,17864,No,2,40,3,10,4
12361,35461,Yes,28,10,4,2,4
12362,6677,Yes,0,27,4,12,13
12363,34257,Yes,39,16,3,3,2
12368,43487,No,4,31,2,19,16
12375,29520,Yes,2,24,4,2,4
12376,45981,No,23,5,2,2,2
12377,14541,No,32,17,2,4,2
12390,22135,Yes,15,6,1,1,1
12401,10382,Yes,35,34,4,27,9
12406,18202,Yes,44,31,2,8,6
12407,41592,Yes,36,24,1,6,3
12408,43849,Yes,48,3,3,1,1
12409,2642,No,2,5,3,4,3
12411,30877,Yes,2,22,3,4,2
12412,47767,Yes,31,12,1,1,1
12417,28434,No,1,10,2,4,9
12426,29918,No,10,35,3,4,4
12430,12288,No,47,33,4,13,17
12434,4287,No,8,24,3,9,7
12437,1941,Yes,30,1,3,1,1
12439,7484,Yes,29,39,1,4,9
12442,17504,Yes,30,35,3,12,5
12449,36375,Yes,41,31,2,9,16
12455,8172,No,31,18,1,9,7
12456,30549,No,12,2,2,1,2
12458,29911,Yes,23,10,1,2,1
12459,35069,No,41,30,2,1,1
12468,43364,Yes,40,6,2,1,1
12469,44032,Yes,42,2,4,1,2
12470,5453,Yes,26,39,2,2,12
12473,40012,Yes,47,6,4,4,1
12481,2335,No,30,27,2,1,2
12484,26143,No,35,34,2,14,1
12490,3402,Yes,40,5,3,3,2
12491,37383,No,40,22,4,8,4
12494,8029,Yes,42,2,1,2,1
12499,15200,Yes,48,24,4,3,1
12502,19385,No,37,6,2,4,1
12506,32847,No,0,29,3,2,1
12507,20465,Yes,20,1,4,1,1
12511,22312,No,45,17,1,6,13
12515,28448,No,2,24,3,4,2
12519,37661,No,32,2,4,2,2
12522,23830,Yes,8,37,1,8,13
12524,42657,Yes,1,7,3,1,1
12525,19368,No,1,10,4,4,2
12528,21766,Yes,22,14,3,2,3
12530,39310,Yes,23,25,1,4,1
12540,23084,No,49,3,2,1,1
12544,16589,Yes,15,16,2,10,8
12547,7760,No,26,28,2,18,10
12553,15384,No,6,14,2,14,5
12558,9483,No,49,38,1,2,6
12560,28835,Yes,31,6,1,2,2
12567,3012,No,40,40,1,10,7
12569,44305,No,47,29,4,11,9
12574,31149,Yes,33,1,2,1,1
12579,5151,Yes,15,4,1,4,3
12580,7389,No,16,12,2,6,3
12587,41076,No,26,37,1,2,5
12589,34391,No,48,11,1,1,3
12591,6525,Yes,31,14,4,12,6
12595,12872,No,34,15,3,1,1
12605,37911,No,47,39,4,6,30
12606,16178,Yes,15,1,3,1,1
12615,17193,Yes,16,3,1,2,3
12629,20295,No,33,21,1,1,6
12632,16183,Yes,44,16,4,2,1
12638,9666,No,33,4,3,1,1
12639,34062,Yes,20,10,1,1,1
12642,30554,Yes,24,11,3,1,2
12646,9079,Yes,17,12,2,1,7
12657,2322,No,4,2,3,1,1
12662,29609,No,27,38,3,5,2
12665,28980,Yes,7,7,2,2,2
12669,31119,No,28,23,3,5,8
12675,27671,Yes,38,14,3,1,1
12678,6257,Yes,45,40,4,1,1
12682,50321,Yes,22,23,1,4,4
12685,27134,Yes,31,3,2,1,1
12693,39010,Yes,5,3,3,1,1
12700,49805,Yes,35,39,1,4,1
12704,17396,No,33,5,3,1,2
12705,32367,No,38,30,1,8,12
12722,6706,No,39,4,4,1,1
12726,33461,Yes,4,23,3,5,1
12730,14640,No,46,29,4,12,7
12732,13867,Yes,28,7,3,5,5
12733,29065,No,42,27,1,1,2
12738,42548,Yes,49,20,3,5,17
12739,39848,Yes,23,28,3,3,18
12742,7632,No,22,19,4,2,7
12746,49782,Yes,6,18,1,2,8
12747,17658,Yes,40,8,1,2,2
12749,7123,Yes,41,37,1,5,6
12759,7801,No,13,18,4,14,12
12760,45717,No,28,24,3,4,8
12763,19931,No,24,29,2,3,1
12768,39298,No,28,20,1,1,5
12769,5315,No,40,10,4,4,2
12771,31648,No,9,18,3,11,9
12774,8704,No,16,7,3,1,7
12776,31668,No,33,24,1,14,10
12777,6545,Yes,3,15,1,8,1
12783,35637,No,49,16,1,3,3
12789,35925,No,13,32,3,13,2
12802,39782,Yes,28,3,2,2,1
12803,36840,No,29,15,3,1,5
12810,36987,Yes,47,5,4,2,1
12811,36482,Yes,39,30,4,15,23
12812,33775,Yes,45,2,1,2,2
12824,15343,No,14,9,2,2,3
12836,10977,Yes,41,21,3,3,12
12838,3804,Yes,34,13,3,9,11
12839,23733,Yes,12,8,3,1,1
12842,15838,No,47,8,3,8,5
12860,47094,No,37,37,3,5,8
12861,39164,Yes,21,14,2,5,2
12863,39031,No,1,26,4,9,6
12867,6146,Yes,42,8,3,4,4
12869,18171,Yes,26,1,3,1,1
12874,49437,No,33,14,3,1,3
12878,14946,No,41,12,4,1,2
12886,33126,No,39,32,2,17,14
12887,6161,Yes,4,4,3,1,3
12891,37925,No,30,35,4,4,5
12905,35413,No,27,34,1,15,6
12910,42254,Yes,23,7,3,2,2
12915,8609,Yes,34,10,1,2,2
12923,12815,Yes,33,10,1,2,2
12925,26318,No,11,18,4,17,6
12932,24609,No,46,22,2,5,20
12934,5408,Yes,36,38,2,2,2
12940,27574,No,10,38,4,1,6
12941,6757,No,2,2,3,1,1
12944,29169,Yes,34,5,2,1,1
12950,6193,Yes,22,28,3,6,4
12952,1811,No,10,11,3,5,3
12953,30932,Yes,21,12,1,6,5
12957,50578,Yes,41,5,1,1,2
12961,41640,No,11,20,4,1,2
12966,22080,No,44,30,1,3,4
12968,43706,No,46,14,2,8,10
12972,49565,Yes,21,21,2,2,15
12973,2116,Yes,17,18,3,5,1
12980,40872,Yes,7,37,3,20,7
12982,27876,No,11,1,3,1,1
12993,23421,Yes,32,14,2,13,3
12994,42322,No,40,6,4,1,6
12995,11701,No,40,4,3,3,2
12997,30236,No,14,24,3,2,16
13018,1876,No,10,20,1,6,2
13021,33899,Yes,20,10,4,4,4
13023,48610,No,19,3,2,2,2
13029,47735,No,9,31,1,17,13
13033,11351,Yes,14,35,2,23,4
13034,8972,Yes,23,3,1,3,3
13036,38358,Yes,22,35,2,5,22
13037,9668,No,9,7,1,2,3
13039,39461,No,6,37,4,8,25
13041,8883,No,43,15,1,2,3
13042,17665,Yes,39,7,4,3,3
13045,5318,Yes,6,18,4,3,1
13047,44765,Yes,10,28,2,3,5
13050,11787,Yes,2,14,1,3,2
13057,4792,Yes,16,4,2,2,1
13061,25404,Yes,28,11,3,3,5
13063,12024,Yes,30,25,1,12,11
13065,21284,No,28,15,3,2,5
13066,13250,No,34,28,2,19,9
13072,1026,Yes,47,31,4,5,5
13073,28097,No,21,7,2,2,2
13077,33578,No,48,25,4,6,6
13080,34568,No,5,14,3,2,8
13081,45616,Yes,47,18,2,4,2
13083,43994,Yes,44,25,1,5,2
13084,30980,No,12,36,2,2,9
13088,23956,Yes,41,40,1,4,27
13091,47099,No,6,10,4,3,5
13097,16971,No,37,24,2,8,5
13098,36339,No,17,28,2,12,1
13104,10793,No,23,24,4,1,6
13105,9236,Yes,15,37,3,10,4
13107,21324,Yes,12,7,1,3,2
13111,12890,Yes,40,2,1,1,1
13114,26324,No,7,18,3,2,10
13123,6514,No,18,17,1,1,5
13124,45416,Yes,32,12,2,1,7
13125,29996,No,5,22,4,4,2
13129,28101,Yes,48,3,2,1,2
13131,23131,No,28,3,2,2,1
13132,22641,No,37,12,3,2,3
13134,17149,No,29,28,2,5,7
13136,19156,Yes,36,8,2,1,1
13138,4214,No,28,18,1,1,1
13143,11278,Yes,15,17,2,2,3
13144,12055,Yes,28,22,1,2,2
13149,21000,Yes,36,5,1,3,3
13150,30966,No,27,32,3,21,6
13151,29892,Yes,26,32,2,19,10
13153,16686,Yes,19,28,2,2,6
13154,24828,Yes,29,23,4,3,7
13157,16294,No,23,21,2,10,10
13159,45010,Yes,44,39,3,12,23
13160,6770,Yes,43,26,2,16,4
13161,34359,Yes,14,18,4,1,2
13162,32699,No,0,29,3,2,7
13163,7829,Yes,1,20,3,9,5
13168,37053,No,22,32,2,6,9
13171,43108,Yes,26,6,1,2,1
13174,1641,Yes,30,30,3,1,3
13180,22130,No,8,13,1,9,1
13181,47298,No,32,13,2,3,9
13182,29203,No,29,39,2,5,19
13184,20182,No,17,13,2,4,8
13187,49892,Yes,31,39,4,10,1
13192,24933,Yes,37,23,4,7,2
13194,2846,No,45,28,4,9,7
13200,25421,No,15,25,1,1,1
13202,7660,No,9,13,1,5,3
13209,19869,No,47,17,1,9,7
13210,36478,No,45,29,1,1,1
13211,38257,Yes,28,34,2,6,2
13215,9864,No,41,27,2,3,2
13217,14195,No,10,1,2,1,1
13220,43215,Yes,4,32,3,1,1
13226,35554,No,8,37,1,5,7
13229,4493,Yes,31,7,3,1,1
13230,31384,No,42,12,3,4,6
13233,46808,Yes,44,19,1,12,11
13235,27832,No,37,1,2,1,1
13242,40505,No,10,20,3,1,15
13246,15117,No,28,31,4,7,14
13247,32339,No,29,13,1,6,4
13248,37470,No,38,8,2,1,2
13256,1968,No,23,20,4,1,13
13277,2047,No,12,21,3,5,12
13287,27378,No,40,10,4,2,1
13293,18490,Yes,45,26,4,4,4
13294,25099,No,22,26,3,20,2
13298,50202,Yes,34,3,1,1,2
13300,37679,Yes,16,6,1,6,2
13301,25492,Yes,12,25,3,9,3
13302,11153,No,30,4,1,2,1
13308,6431,Yes,3,2,4,1,2
13313,38577,Yes,25,11,4,2,6
13322,43419,No,37,34,4,4,2
13327,14373,No,14,13,1,4,1
13328,2356,Yes,39,26,4,9,7
13332,30596,No,34,4,4,1,2
13334,31750,Yes,31,35,3,15,2
13336,38950,Yes,45,27,3,1,2
13338,32641,Yes,39,19,4,6,4
13351,8674,No,36,37,2,1,1
13353,32129,Yes,37,16,4,10,14
13354,10746,Yes,4,32,3,2,5
13355,20282,No,32,39,1,10,5
13356,22317,No,15,8,2,7,4
13360,7142,Yes,12,37,4,4,10
13361,50199,Yes,4,38,1,11,23
13363,36097,Yes,5,21,3,1,2
13369,20675,Yes,32,32,3,3,15
13373,19015,No,32,5,2,2,1
13376,33325,Yes,45,1,2,1,1
13378,21181,Yes,42,25,3,13,14
13381,42602,No,48,24,4,22,8
13388,19223,Yes,44,2,1,2,2
13390,10758,Yes,20,17,4,1,2
13393,24613,Yes,3,5,3,1,3
13394,10091,Yes,13,39,2,11,11
13399,10926,Yes,34,6,3,3,2
13400,37726,No,42,17,1,1,1
13401,5444,Yes,33,7,4,1,1
13402,45152,Yes,30,28,1,11,21
13425,7828,Yes,15,7,4,1,1
13441,10450,No,32,36,4,21,11
13447,17478,Yes,42,4,4,1,1
13448,46258,No,49,9,4,2,7
13449,19948,Yes,27,14,1,9,6
13451,34828,Yes,47,13,4,4,4
13455,34595,No,25,32,3,4,11
13456,31829,Yes,18,34,1,17,11
13457,29531,Yes,45,30,4,3,3
13459,30168,No,49,31,4,1,2
13460,5021,Yes,30,39,2,1,3
13462,40139,Yes,40,35,4,28,14
13464,10574,Yes,38,37,3,4,13
13470,40885,Yes,29,33,1,6,10
13471,16958,No,12,20,3,11,6
13473,50031,No,35,12,4,2,3
13478,36202,Yes,7,24,2,13,6
13480,47489,No,21,18,2,5,2
13486,3020,Yes,3,31,3,14,7
13488,46625,No,2,24,3,5,13
13489,19411,Yes,47,16,2,13,12
13491,46120,No,16,28,4,6,1
13492,29005,Yes,14,21,1,1,3
13493,22386,Yes,26,6,3,5,6
13497,13337,Yes,24,12,1,1,1
13500,35691,No,49,1,1,1,1
13501,23841,Yes,34,33,4,2,3
13503,10625,No,17,35,4,14,15
13505,47632,No,37,4,4,2,1
13506,28587,No,47,27,1,21,25
13510,16608,No,27,17,4,4,3
13511,15107,No,12,40,2,1,4
13517,17671,No,11,24,3,22,15
13521,7155,No,25,29,2,10,13
13522,5119,Yes,15,31,3,21,8
13527,39949,No,8,21,4,2,4
13528,44995,Yes,23,37,4,5,2
13529,16123,Yes,34,38,4,27,16
13535,3034,Yes,21,11,3,1,6
13538,46412,No,42,16,3,2,2
13541,48143,Yes,36,40,4,21,25
13543,13012,Yes,23,4,2,1,1
13548,24685,Yes,33,17,1,1,1
13551,5701,Yes,15,27,4,7,18
13563,1664,No,22,25,1,1,19
13567,11373,Yes,15,2,2,1,1
13575,49895,Yes,41,31,4,3,3
13579,18520,Yes,24,16,3,11,1
13580,31527,Yes,16,5,4,1,1
13582,9700,Yes,4,35,4,28,19
13584,13842,No,4,9,1,1,1
13587,38385,Yes,13,35,3,16,1
13589,12404,No,26,34,3,6,8
13593,50051,Yes,0,11,3,5,2
13596,10178,No,46,39,1,4,4
13599,2830,No,41,20,4,3,4
13603,17172,Yes,26,39,4,17,4
13606,24987,No,28,3,1,2,2
13615,30411,Yes,3,8,1,2,2
13617,4444,Yes,20,31,1,21,9
13618,33086,Yes,9,39,4,3,1
13625,40569,Yes,16,4,2,1,1
13628,27903,Yes,36,29,3,13,8
13629,47612,No,20,21,2,1,11
13630,28699,Yes,17,24,4,6,2
13633,11986,Yes,35,40,3,1,5
13634,43220,Yes,37,39,1,3,12
13635,28345,Yes,30,32,4,9,17
13636,15287,No,10,23,1,4,15
13643,25870,Yes,44,10,1,3,6
13644,38460,No,37,31,2,13,13
13645,8654,No,41,34,1,7,29
13648,37050,No,5,40,3,5,13
13658,16385,Yes,9,13,4,2,5
13660,18637,Yes,39,34,1,7,4
13671,16279,Yes,11,27,2,8,2
13674,37373,No,47,31,3,1,1
13679,40718,Yes,25,22,1,4,9
13682,21957,No,10,12,4,3,1
13688,5894,No,46,18,2,2,1
13690,21267,No,43,9,3,2,4
13691,50957,Yes,13,32,4,7,5
13698,28246,No,26,29,2,7,3
13714,37774,Yes,17,21,3,3,7
13717,45098,No,35,19,1,7,5
13720,42690,No,24,22,2,2,2
13725,25530,No,28,38,4,4,5
13726,15402,Yes,25,13,3,3,3
